X;Y
3,062084907;7,622241503
4,059159673;7,528000464
5,481699946;7,085549052
3,105065423;7,267541697
5,056942616;6,864407632
2,935209625;7,244173314
3,494721538;5,201318685
3,909720133;6,32320805
5,167130843;5,730603103
3,652484104;6,983981183
5,086558504;5,850073691
3,889830456;6,968670145
4,784426254;7,779465492
3,10049474;5,471272679
3,970380503;5,023021332
4,836760218;6,542232045
4,55328739;7,227073117
4,284461361;4,793601002
4,337332827;7,987112883
5,294922074;10,10397865
3,988626834;7,731771739
2,470683709;6,377117116
3,372928569;5,671896983
4,071627933;8,150390658
4,485389712;4,99752867
4,175845618;6,482667817
4,686933104;6,810635185
5,634465396;5,564377397
3,676439147;6,978305641
4,123161833;6,040911205
4,773648527;6,499930178
3,911413843;5,27802696
5,201473696;6,021689538
4,452188565;5,945689545
4,955849594;7,829630369
2,54536027;6,877773519
2,953542528;5,371277684
4,319267039;5,969259986
5,965166234;6,000476737
4,081742802;5,156076442
5,09419831;7,217183254
2,397345786;5,474806952
3,405832192;6,365441872
5,654758293;7,390112054
5,136520877;6,469103391
3,798648926;7,55966174
3,077791165;6,3714073
4,594453509;6,213156617
4,713918676;6,692905237
5,00586339;7,000146898
4,694853488;5,864464106
6,579479514;6,047669704
3,962211131;6,825477233
4,043034864;7,445752435
4,505680209;6,03693256
3,648135423;5,44283461
6,691488495;6,161642046
4,895131314;6,480667214
5,631675476;4,104510902
4,961047285;6,612692846
5,130607681;8,409625578
4,210697598;5,803758455
5,975023812;7,711354942
5,432246456;7,910736197
5,432813256;5,765509442
2,092938149;6,457012805
5,750181992;8,06573221
4,765367169;6,942072043
4,011107548;3,188259391
5,366249316;7,125882307
3,740321634;6,722467977
2,609310542;7,470317566
2,085712637;6,526862801
3,923861096;5,997226073
6,628795681;6,073570083
4,642340813;6,117433243
5,872596923;6,018346883
4,99408385;6,351624813
4,741267055;7,275615718
4,376726877;5,283827837
4,134930801;4,546631722
3,214447765;5,486935615
3,484527322;4,890042907
4,721265442;6,268045415
6,433853479;6,365012589
3,128209292;7,211830518
4,049040016;5,498167533
4,440122429;6,304135113
3,523315552;8,308611574
3,304259627;7,705553384
4,45500655;7,37117935
4,210085074;6,100605907
3,798976351;5,485064534
6,90177805;5,517673484
2,919298455;7,012533862
5,298290877;5,960603227
3,317131855;5,950358582
3,240779706;4,525410421
5,232224178;3,870119814
4,802151638;5,752938141
2,636294338;6,371381094
6,32847026;5,55364573
3,08110297;8,967970896
3,511593172;5,587183452
5,114572425;5,318688366
4,617610928;6,920443845
3,371095224;5,561040042
3,039603599;6,999542362
5,578715884;7,028137188
3,951692087;7,120554028
5,322167159;5,725755
2,883877043;4,457850097
3,665679354;5,643225738
4,134786033;4,986019831
3,409207366;7,150944315
3,769143991;8,129152412
4,214605666;7,671792521
3,910594785;6,024354336
5,742197367;6,398223508
4,586416566;5,328273556
3,034049789;5,663931531
5,128775169;6,511967983
3,681481406;7,45658787
3,107654197;6,327420105
3,840873675;4,514383223
4,662891175;7,019361838
4,206410001;4,729949787
3,972547862;8,046328809
4,999381499;4,993586624
2,78168925;6,991293156
5,429706629;6,680913714
4,940184212;8,098853888
4,063822235;5,820107767
5,27612385;6,711535743
4,682224976;4,99171342
3,656228571;5,839784944
3,528399017;6,027853425
3,711310588;6,985367502
5,615720597;4,565251442
3,455941715;6,816746593
3,877300929;6,101140529
4,756534058;7,005158123
4,436716979;6,087562427
2,815867794;4,835254722
5,325208081;6,400267724
4,454322659;4,976068972
2,499655864;6,090485912
4,682974642;7,469832277
5,73488232;5,786125821
3,996988016;8,025099329
6,418045665;13,4855253
5,82583083;10,92583912
7,116734483;10,37944728
7,054345895;11,70585389
6,394168527;12,36531626
6,005891364;12,11832968
5,60951027;12,30874807
5,696768503;11,35989806
4,943543108;10,76380066
5,878652783;10,85949691
5,837357176;11,68149484
7,606790371;10,36825899
6,75902179;9,671682298
6,174529092;12,06371536
5,063595674;10,31872038
6,825672831;11,34408701
6,913357944;9,458316448
8,76944946;9,618118415
6,289758826;11,28475722
6,347903599;12,02736953
7,130125192;11,91379268
7,461607059;12,63290962
6,688633157;10,76282074
7,633081843;10,65199522
6,450674331;11,60741143
4,634944405;12,77859081
5,92347311;9,065949489
5,891454153;11,93678538
5,068621842;12,51844781
7,139536404;12,55123457
7,833399369;11,47363997
6,325707944;8,000508277
7,912649605;12,31263132
5,275588275;10,01063512
5,052589591;12,33372506
6,336849674;10,35850922
6,71330235;11,62614747
5,652101511;11,21055364
7,641969444;9,588595778
7,692508108;11,07428096
7,43316646;11,40777872
6,995707879;11,81270357
8,050848146;10,63404133
6,724557531;9,592795568
6,737134472;11,37844887
7,078457961;10,95172733
9,2508633;10,71362575
6,855291061;10,49405461
6,295096669;11,76000261
7,892888763;11,76322712
7,593918354;11,39216184
5,972308485;13,20324699
7,025615721;12,04517156
5,942089204;10,98051947
3,870856181;11,77700827
7,021441845;11,44682494
6,035588336;8,071382392
7,456603633;10,73413642
6,872336213;10,44849366
5,630401787;12,22388892
7,434728407;11,10579588
6,86833383;12,57052152
6,348390513;11,91803265
5,965813057;12,15319055
7,890645496;9,375457701
6,01441106;11,83992094
6,700340253;12,26035968
5,131995102;10,87245407
8,120814184;12,34400379
5,147541379;10,16777667
7,818179382;10,78724685
7,007904625;10,25103082
6,067476767;9,981523623
4,157686458;11,1917248
7,145909738;12,86786663
6,967654627;10,44620203
6,957722477;9,669237188
5,930353204;9,830727116
8,544836555;11,76878739
8,205492695;11,91101643
5,418388254;13,045802
6,718578261;11,14121313
5,734847395;10,82024979
5,867724991;8,838022194
7,396005035;13,49921401
5,219400478;12,49364433
7,753929303;10,23203566
7,472861395;10,06685805
7,208108883;10,92696921
8,252796496;10,2097566
7,732392717;11,79199413
5,225057984;10,99610475
6,763519518;10,82567828
6,575637689;8,887268244
6,181749325;11,18953617
8,514190655;11,70926584
6,735908693;9,958685119
7,551053749;12,39180433
6,676895427;12,76573066
7,19001653;11,663827
6,309461336;11,41950363
7,924680976;10,85789807
6,468614117;10,57394768
5,902100899;11,24341873
6,237345406;10,63159982
5,86684603;11,11465221
6,855963605;12,52611977
6,020250287;11,21294899
5,802810749;9,135105259
7,335804532;11,02603732
7,181100083;10,09204403
6,517659833;10,49811406
5,946311076;10,58967008
6,744217762;10,98912986
6,824249124;10,19064492
6,291909586;10,71210629
7,521671813;11,03383072
7,906034238;11,14350627
5,176363981;12,79194986
5,32733714;9,778378958
4,808331816;11,1358887
5,570638312;10,2506164
5,1339542;9,355989958
6,16502975;11,20114116
5,987808419;10,51593287
6,089586652;12,17481978
5,496025392;11,37567751
6,559387396;11,10146974
6,999552295;10,66789914
7,805749881;11,04776039
6,627214377;11,82984612
5,803318029;11,3509151
5,460357578;11,2205689
6,689692796;9,838457021
7,045244492;11,35987553
6,33470587;9,914541161
7,518901341;11,72087943
6,991206682;9,948698348
7,298983028;9,844405943
6,336195003;10,98265845
7,368487222;12,29303702
7,50588264;12,24867298
6,257553689;11,12619847
4,334162586;11,84126952
6,633179533;12,52949696
5,442074481;9,893912161
6,682907111;10,96428272
6,349295237;11,34254759
6,802073924;10,40620445
7,255320074;11,19882904
0,289290498;10,67889858
-0,779106309;11,9446455
1,69664297;11,13473403
1,140697848;11,04102732
1,188300903;11,24834973
1,313283544;12,63437095
2,014115415;11,58302071
1,606835914;11,65266594
1,646595638;12,60008415
0,44994017;13,27144927
0,48420601;11,83937876
0,932345698;11,25392938
0,883324699;11,45001072
-0,45918352;10,91438035
2,671784863;11,42327899
0,597797262;11,65083272
1,055456624;11,79206146
0,097459131;11,62485832
2,53335203;10,72333672
0,436078509;11,7535949
1,604833633;10,18045896
0,506365122;11,84098322
2,330186044;11,01004862
0,582980479;11,84328012
2,128423064;10,56556653
1,598904761;12,71181241
1,64532925;10,3431764
1,360679041;12,35256037
1,777740212;11,08650013
1,242884035;10,96923271
1,057091638;12,23143947
0,736145386;12,20318257
1,225346315;13,19589161
2,404894761;11,33915015
0,017192287;11,91804787
0,378892845;10,91235785
1,861043928;11,85890622
0,582517547;11,25246416
3,011095235;11,78273232
0,090824589;13,59603904
2,591494985;12,26690302
1,429943729;12,91174536
1,622412998;11,52438365
1,35988758;9,880476133
2,804630211;10,18556746
0,630472722;10,55991717
1,252560537;12,6427058
1,013765638;10,0206512
1,921718845;11,03885991
0,861700114;11,69772137
2,672364831;12,69705909
0,48180242;11,64854082
1,60276464;10,78037482
2,301227436;11,44017171
0,792546023;11,1019757
1,002455172;11,84187538
1,450390218;12,78785606
-0,303708296;12,35611061
0,247796323;10,86910269
1,43712254;10,26782326
2,46379824;10,33354947
1,674298931;12,73964986
0,566337758;12,81062773
0,271377974;11,65837642
0,914505313;10,63620636
0,238794293;12,44023845
-0,34055908;12,76981387
2,714569461;12,28059388
0,566570019;11,08909145
2,134131176;11,31167971
0,317485583;12,16015019
1,502375927;11,8262168
2,083901174;10,55072741
0,481011949;12,29259437
0,102017104;11,76912968
1,200104319;10,96416233
1,068832644;11,09482136
1,246068457;10,00790197
2,764715033;10,98187334
1,884018972;11,23343652
1,043603234;13,24012378
2,183513139;13,81213129
2,464113226;10,89824523
2,032264095;12,35167492
0,012925224;11,62665052
0,61101353;11,15707195
0,767093091;10,47626584
0,778995565;12,24387015
1,192635102;11,47119934
2,044115792;11,95836732
1,645406627;11,20182046
0,830306383;9,822235067
3,073679308;10,48482969
0,069914851;10,94557825
0,815382005;11,81513434
2,78935981;10,60410657
1,044403777;12,24334372
0,285294961;9,486829808
0,544106982;11,23764668
0,443233653;12,89646588
1,037175628;12,4063609
-0,812839778;13,74208817
0,333517092;10,98589151
-1,358603097;11,37668774
1,02368718;13,12497959
1,903390221;10,40248794
-0,033959109;9,079332477
1,315940681;12,08090982
-0,038372516;9,998228109
-0,116141012;11,5149821
2,155304743;9,175468745
1,949948957;11,95644703
0,459111616;11,19290749
2,020311189;11,64529495
1,588028234;8,605849796
0,671507525;12,20786993
1,488574642;11,04334322
2,318121046;10,89069337
1,544382575;11,10353377
2,261972969;9,735894743
0,250935072;10,99108231
-0,22952731;11,87006457
2,381253354;11,55457476
0,676543404;12,64590348
1,932640551;10,103088
0,814100983;11,43800796
0,242118487;12,03949803
2,275351089;10,42980993
2,20940367;10,95033292
1,780203271;10,28961645
1,253457956;10,82566651
0,357603624;11,95725843
0,299056726;10,3996747
1,988100109;11,60398989
1,704540617;11,56776354
1,776542715;11,30233778
0,596435582;10,7917277
3,098362542;12,99550118
0,078983805;12,37145198
2,602773474;11,28901093
1,927391236;12,2578263
2,14964396;12,12018431
2,05438052;11,35642128
0,108966241;13,0391727
-0,12689078;12,63697999
1,270705898;10,87508687
4,017049572;11,73815326
1,263130396;13,2732576
0,980358206;12,18506608
1,502194207;10,39610366
1,807627883;10,14615453
1,016449376;11,97923954
1,900527172;13,33980621
1,856417119;10,8257396
-0,224426614;11,93503579
1,634851966;10,45346425
0,391145539;11,94412094
1,231493619;10,26292829
0,570878672;12,37513888
2,200248451;11,15459229
-0,223595329;12,58219201
0,195532552;11,45382228
-1,069478053;12,03515389
1,958083481;11,07548034
2,982553725;11,83581858
0,569648223;11,25470857
0,608825796;11,88807133
2,456282933;12,21843321
-0,190339546;9,837139576
0,204835457;13,45765097
0,731657633;10,84322959
-0,485774319;12,28594591
2,139965371;11,55853823
2,215028875;13,26156854
-0,750974375;11,7842435
1,516700487;9,885698395
1,209235154;11,57805556
1,812172745;11,53436961
0,801492892;12,70114644
1,461075187;11,98754749
3,019483947;9,571073704
2,032418839;9,190384849
1,456876229;10,22927111
2,162818691;10,66861545
1,594428297;10,44645973
0,402520693;12,13922338
0,824269979;10,83235987
1,273103989;11,65157451
-0,2994511;9,513055734
0,501412857;11,64080999
2,423193862;11,25902202
0,756517342;12,05611105
1,868028781;10,45656632
1,650432844;10,88443977
-0,208740062;10,9722559
1,542210353;12,76406263
0,401667496;13,6398268
2,032300995;10,89815843
0,087125472;12,87922889
1,873131899;12,01719076
0,581936027;10,62914299
0,884046596;13,70827619
1,467289466;10,64491149
0,086805827;11,15732304
1,472950285;11,24534806
1,352388212;11,395962
0,95635939;10,69463121
0,123281136;11,66768939
0,87013663;11,61240488
0,252171469;11,33067719
0,913566713;10,14428209
1,727796461;11,84805038
0,885537272;9,727729585
0,22615516;11,82794405
0,830060913;11,33267882
2,024632615;13,14417618
-0,653391149;11,62810494
0,834075132;10,46920141
0,354767473;10,46438847
0,891942043;10,14680573
2,814785251;9,60539942
2,51191491;12,86489195
2,038251911;13,03329741
0,626253888;11,73111785
1,83003494;11,70276987
1,884885929;11,10057677
2,171271976;13,13888932
0,647183781;11,15470538
1,741720427;12,32506804
2,944979767;11,08302878
0,370157139;12,62114499
0,172927606;11,21945706
0,524904913;11,30281113
1,23295977;11,93237376
-0,720943729;13,39506004
0,604960125;11,52256562
1,582176088;10,90719179
1,865027455;13,08800579
2,300967353;11,1689184
-0,232564497;11,9242303
1,798779199;10,56160175
1,365898116;10,59895363
1,504602234;11,69934176
0,423093991;13,38043657
0,31457014;12,00465182
1,864280742;10,43730712
0,133176738;11,97785129
1,610583483;11,69966044
0,046792785;13,25810095
-0,050773813;11,667708
2,343291846;10,60063358
-0,38550314;11,40364835
2,693192437;11,43516331
0,357021107;11,48778347
1,889514967;11,49463961
-0,109193963;12,03387231
0,753034912;12,56692732
1,001853433;11,5781988
0,240463372;10,56332149
2,732162474;13,16762171
2,650140241;11,76649167
1,300639518;11,93719906
2,298045916;12,30736759
1,067129182;11,86568494
0,657417366;11,49741414
2,120549479;14,31581913
0,486750233;10,12587702
2,367575997;11,59563021
2,551966101;11,10753865
-0,722747241;10,87212252
1,351791175;12,65736543
0,739450004;10,58820456
1,439951219;11,2809029
1,872693778;11,37808212
0,343593225;10,15398274
1,934446669;9,971555597
0,520256888;11,97095948
3,038064973;11,46602386
0,375076153;11,77966119
1,835612661;12,08486155
1,022780024;12,2356864
0,407042227;12,10913261
1,133582607;10,4725872
1,106043038;12,31830335
1,286951631;12,69011438
-0,731931407;10,84329372
1,554891261;12,00215511
3,14123082;10,61446799
0,777910957;11,20362912
2,064842981;11,75123758
-0,855980925;10,64524317
0,324096205;11,91561971
0,720174898;11,91109065
2,029065382;11,2005399
-0,382958259;12,94614879
0,860055514;11,93211228
-0,54649219;10,64610825
1,45461806;10,23709047
1,546630923;11,92178788
1,461155999;11,90496998
